estc_id,publication_year,actor_id,actor_name_primary,publication_place,actor_addresses,city_or_assumed_address,publisher,actor_roles_all,,
T122040,1759,johnbaillie_0,"Bell, J.",Edinburgh,Edinburgh,,"printed for A. Millar, London; A. Kincaid & J. Bell, Edinr",publisher,TRUE,90
T122040,1759,alexanderkincaid_1,"Kincaid, A.",Edinburgh,Edinburgh,,"printed for A. Millar, London; A. Kincaid & J. Bell, Edinr",publisher,TRUE,90
T140490,1759,mrswithers_0,"Withers,",Edinburgh,Seven Stars @@ Fleetstreet,London,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",bookseller,FALSE,91
T140490,1759,johnbaillie_0,"Bell, J.",Edinburgh,NA,Edinburgh,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",printer,TRUE,91
T140490,1759,75336707,"Donaldson,",Edinburgh,NA,Edinburgh,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",printer,TRUE,91
T140490,1759,jamescochran_0,"Cochran,",Edinburgh,NA,Edinburgh,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",printer,TRUE,91
T140490,1759,234144225,"Spearman, Robert, 1703-1761.",Edinburgh,NA,,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",author,TRUE,91
T140490,1759,alexanderkincaid_1,"Kincaid, A.",Edinburgh,NA,Edinburgh,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",printer,TRUE,91
T140490,1759,josrichardson_0,"Richardson, Jos.",Edinburgh,Pater-Noster row,London,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",bookseller,TRUE,91
T140490,1759,williamsands_0,"Sands,",Edinburgh,Murray,Edinburgh,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",printer,TRUE,91
T140490,1759,bbti_57984,"Richardson, Jo.",Edinburgh,London @@ Durham,Durham,"printed by Sands, Donaldson, Murray, and Cochran. For A. Kincaid & J. Bell, and A. Donaldson. Sold, at London, by Jos. Richardson in Pater-Noster row, and Mrs Withers at the Seven Stars in Fleetstreet; and at Durham, by Jo. Richardson",bookseller,TRUE,91
T48384,1759,15008766,"Millar, A.",Edinburgh,London,,"printed for Hamilton & Balfour, and sold by them, and Mr. A. Millar, London",bookseller,FALSE,92
T48384,1759,hamiltonbalfour_0,Hamilton & Balfour,Edinburgh,NA,Edinburgh,"printed for Hamilton & Balfour, and sold by them, and Mr. A. Millar, London",publisher,TRUE,92
T48384,1759,59177542,"Robertson, William, 1721-1793.",Edinburgh,NA,,"printed for Hamilton & Balfour, and sold by them, and Mr. A. Millar, London",author,TRUE,92
T58745,1759,20795830,"Mackenzie, James, 1680?-1761.",Edinburgh,NA,,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",author,FALSE,93
T58745,1759,williamjohnston_0,"Johnston, W.",Edinburgh,St Paul's Church Yard,London,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller,TRUE,93
T58745,1759,bbti_58428,J. Rivington and Fletcher,Edinburgh,London @@ Pater-Noster Row @@ Strand @@ Pall-Mall,London,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller,TRUE,93
T58745,1759,andrewmillar_0,"Millar, A.",Edinburgh,Strand,London,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller,TRUE,93
T58745,1759,bbti_77038,Wilson and Durham,Edinburgh,London,London,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller,TRUE,93
T58745,1759,willgordon_0,"Gordon, William",Edinburgh,Parliament-Close @@ London,Edinburgh,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller; printer,TRUE,93
T58745,1759,229679314,"Nourse, J.",Edinburgh,London,,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller,TRUE,93
T58745,1759,76369374,"Longman, T.",Edinburgh,London,,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller,TRUE,93
T58745,1759,randjdodsley_3,R. and J. Dodsley,Edinburgh,Pall-Mall,London,"printed and sold by William Gordon Bookseller in the Parliament-Close: and sold at London by J. Rivington and Fletcher, T. Longman, Pater-Noster Row; A. Millar, J. Nourse, Wilson and Durham, in the Strand; R. and J. Dodsley, Pall-Mall; and W. Johnston, St. Paul's Church Yard",bookseller,TRUE,93
T60564,1759,andrewmillar_0,"Miller, A.",Edinburgh,London,,"printed for A. Miller at London, and for G. Hamilton and J. Balfour at Edinburgh",publisher,FALSE,94
T60564,1759,32051268,"Balfour, J.",Edinburgh,NA,Edinburgh,"printed for A. Miller at London, and for G. Hamilton and J. Balfour at Edinburgh",publisher,TRUE,94
T60564,1759,gavinhamilton_0,"Hamilton, G.",Edinburgh,Edinburgh,,"printed for A. Miller at London, and for G. Hamilton and J. Balfour at Edinburgh",publisher,TRUE,94
T60564,1759,NV25357,"Porterfield, William, 1695-1771.",Edinburgh,NA,,"printed for A. Miller at London, and for G. Hamilton and J. Balfour at Edinburgh",author,TRUE,94
N51047,1759,132829424,"Rivington, James",London,London,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,FALSE,95
N51047,1759,bbti_24570,"Fletcher, J.",London,London,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,TRUE,95
N51047,1759,bbti_18578,"Davey, P.",London,London,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,TRUE,95
N51047,1759,josrichardson_0,"Richardson, J.",London,London,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,TRUE,95
N51047,1759,bbti_112410,"Crowder, S.",London,London,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,TRUE,95
N51047,1759,66768685,"Hinton, J.",London,London,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,TRUE,95
N51047,1759,NV18403,"Law, B.",London,London,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,TRUE,95
N51047,1759,75336707,"Donaldson, A.",London,Edinburgh,,"printed for James Rivington and J. Fletcher, J. Richardson, J. Hinton, S. Crowder, P. Davey and B. Law, and A. Donaldson at Edinburgh",publisher,TRUE,95
N9244,1759,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",publisher,FALSE,96
N9244,1759,15008766,"Millar, A.",London,Strand,London,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,96
N9244,1759,51741707,"Bell, J.",London,Strand,London,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,96
N9244,1759,10780746,"Wilkie, William, 1721-1772.",London,NA,,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",author,TRUE,96
T120708,1759,51741707,"Bell, J.",London,Edinburgh,,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh, at Edinburgh",publisher,FALSE,97
T120708,1759,15008766,"Millar, A.",London,Strand,London,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh, at Edinburgh",publisher,TRUE,97
T120708,1759,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh, at Edinburgh",publisher,TRUE,97
T120708,1759,57534707,"Home, Francis, 1719-1813.",London,NA,,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh, at Edinburgh",author,TRUE,97
T141578,1759,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",publisher,FALSE,98
T141578,1759,15008766,"Millar, A.",London,Strand,London,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,98
T141578,1759,49231791,"Smith, Adam, 1723-1790.",London,NA,,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",author,TRUE,98
T141578,1759,51741707,"Bell, J.",London,Strand,London,"printed for A. Millar, in the Strand; and A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,98
T59396,1759,57534707,"Home, Francis, 1719-1813.",London,NA,,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh",author,FALSE,99
T59396,1759,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh",publisher,TRUE,99
T59396,1759,51741707,"Bell, J.",London,Edinburgh,,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh",publisher,TRUE,99
T59396,1759,15008766,"Millar, A.",London,Strand,London,"printed for A. Millar in the Strand, and A. Kincaid and J. Bell, at Edinburgh",publisher,TRUE,99
T60731,1759,15008766,"Millar, A.",London,Strand,London,"printed for A. Millar in the Strand, A. Kincaid and J. Bell, in Edinburgh",publisher,FALSE,100
T60731,1759,51741707,"Bell, J.",London,Edinburgh,,"printed for A. Millar in the Strand, A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,100
T60731,1759,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar in the Strand, A. Kincaid and J. Bell, in Edinburgh",publisher,TRUE,100
T60731,1759,103647260,"Gerard, Alexander, 1728-1795.",London,NA,,"printed for A. Millar in the Strand, A. Kincaid and J. Bell, in Edinburgh",author,TRUE,100
N26050,1760,121291910,R & J. Dodsleys,Edinburgh,London @@ Dumfries,London,"printed for A. Donaldson. Sold, at London, by R & J. Dodsleys; and at Dumfries, by E. Wilson",bookseller,FALSE,101
N26050,1760,75336707,"Donaldson, A.",Edinburgh,NA,Edinburgh,"printed for A. Donaldson. Sold, at London, by R & J. Dodsleys; and at Dumfries, by E. Wilson",publisher,TRUE,101
N26050,1760,ewilson_1,"Wilson, E.",Edinburgh,Dumfries,,"printed for A. Donaldson. Sold, at London, by R & J. Dodsleys; and at Dumfries, by E. Wilson",bookseller,TRUE,101
N26050,1760,76169600,"Blacklock, Thomas, 1721-1791.",Edinburgh,NA,,"printed for A. Donaldson. Sold, at London, by R & J. Dodsleys; and at Dumfries, by E. Wilson",author,TRUE,101
T100845,1760,williamsands_0,"Sands,",Edinburgh,Murray,Edinburgh,"printed by Sands, Donaldson, Murray, and Cochran. Sold by A. Donaldson, Edinburgh; E. Dilly, London; and other booksellers",printer,FALSE,102
T100845,1760,bbti_114102,"Dilly, E.",Edinburgh,London,,"printed by Sands, Donaldson, Murray, and Cochran. Sold by A. Donaldson, Edinburgh; E. Dilly, London; and other booksellers",bookseller,TRUE,102
T100845,1760,jamescochran_0,"Cochran,",Edinburgh,NA,Edinburgh,"printed by Sands, Donaldson, Murray, and Cochran. Sold by A. Donaldson, Edinburgh; E. Dilly, London; and other booksellers",printer,TRUE,102
T100845,1760,75336707,"Donaldson,",Edinburgh,Edinburgh,,"printed by Sands, Donaldson, Murray, and Cochran. Sold by A. Donaldson, Edinburgh; E. Dilly, London; and other booksellers",bookseller; printer,TRUE,102
T116769,1760,75336707,"Donaldson, A.",Edinburgh,Pope's Head,London,"printed for A. Donaldson, at Pope's Head; and sold by R. and J. Dodsley in Pall-Mall, and J. Richardson in Pater-Noster-Row, London",publisher,FALSE,103
T116769,1760,bbti_57984,"Richardson, J.",Edinburgh,Pater-Noster-Row @@ London,London,"printed for A. Donaldson, at Pope's Head; and sold by R. and J. Dodsley in Pall-Mall, and J. Richardson in Pater-Noster-Row, London",bookseller,TRUE,103
T116769,1760,randjdodsley_3,R. and J. Dodsley,Edinburgh,Pall-Mall,London,"printed for A. Donaldson, at Pope's Head; and sold by R. and J. Dodsley in Pall-Mall, and J. Richardson in Pater-Noster-Row, London",bookseller,TRUE,103
T132431,1760,64437404,"Macfait, Ebenezer, -1786.",Edinburgh,NA,,"printed for A. Millar, London; A. Kincaid and J. Bell, Edr",author,FALSE,104
T132431,1760,andrewmillar_0,"Millar, A.",Edinburgh,London,,"printed for A. Millar, London; A. Kincaid and J. Bell, Edr",publisher,TRUE,104
T132431,1760,johnbell_1,"Bell, J.",Edinburgh,Edinburgh,,"printed for A. Millar, London; A. Kincaid and J. Bell, Edr",publisher,TRUE,104
T132431,1760,alexanderkincaid_1,"Kincaid, A.",Edinburgh,Edinburgh,,"printed for A. Millar, London; A. Kincaid and J. Bell, Edr",publisher,TRUE,104
T6167,1760,59092312,"Mallet, David, 1705?-1765.",Edinburgh,NA,,"printed by Alexander Kincaid; for A. Millar, London",author,FALSE,105
T6167,1760,alexanderkincaid_1,"Kincaid, Alexander",Edinburgh,NA,Edinburgh,"printed by Alexander Kincaid; for A. Millar, London",printer,TRUE,105
T6167,1760,15008766,"Millar, A.",Edinburgh,London,,"printed by Alexander Kincaid; for A. Millar, London",publisher,TRUE,105
T70419,1760,7476790,"Kames, Henry Home, Lord, 1696-1782.",Edinburgh,NA,,"Printed by Alexander Kincaid His Majesty's printer. For A. Millar, London; and A. Kincaid and J. Bell, Edinburgh",author,FALSE,106
T70419,1760,johnbell_1,"Bell, J.",Edinburgh,Edinburgh,,"Printed by Alexander Kincaid His Majesty's printer. For A. Millar, London; and A. Kincaid and J. Bell, Edinburgh",printer,TRUE,106
T70419,1760,15008766,"Millar, A.",Edinburgh,London @@ Edinburgh,London,"Printed by Alexander Kincaid His Majesty's printer. For A. Millar, London; and A. Kincaid and J. Bell, Edinburgh",printer,TRUE,106
T70419,1760,alexanderkincaid_1,"Kincaid, Alexander",Edinburgh,Edinburgh,,"Printed by Alexander Kincaid His Majesty's printer. For A. Millar, London; and A. Kincaid and J. Bell, Edinburgh",printer,TRUE,106
T95424,1760,42187121,"Fisher, Edward, active 1627-1655.",Edinburgh,NA,,"printed for W. Peter; and sold by E. Dilly, London",author,FALSE,107
T95424,1760,bbti_114102,"Dilly, E.",Edinburgh,London,,"printed for W. Peter; and sold by E. Dilly, London",bookseller,TRUE,107
T95424,1760,walterpeter_0,"Peter, W.",Edinburgh,NA,Edinburgh,"printed for W. Peter; and sold by E. Dilly, London",publisher,TRUE,107
T95531,1760,jscott_4,"Scott, J.",Edinburgh,London,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",bookseller,FALSE,108
T95531,1760,tlongman_2,"Longman, T.",Edinburgh,London,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",bookseller,TRUE,108
T95531,1760,20033278,"Owen, W.",Edinburgh,London,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",bookseller,TRUE,108
T95531,1760,davieandlaw_0,Davie and Law,Edinburgh,London,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",bookseller,TRUE,108
T95531,1760,31985694,"Tytler, William, 1711-1792.",Edinburgh,NA,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",author,TRUE,108
T95531,1760,tbecket_2,"Becket, T.",Edinburgh,London,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",bookseller,TRUE,108
T95531,1760,willgordon_0,"Gordon, W.",Edinburgh,Edinburgh,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",printer,TRUE,108
T95531,1760,williamjohnston_0,"Johnstone, W.",Edinburgh,London,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",bookseller,TRUE,108
T95531,1760,davidwillison_0,"Wilson, D.",Edinburgh,London,,"printed by. W. Gordon, and sold by him and the other booksellers; and at London by W. Owen, T. Longman, J. Scott, Davie and Law, W. Johnstone, T. Becket, and D. Wilson",bookseller,TRUE,108
N1632,1760,14806053,"Douglas, John, 1721-1807.",London,NA,,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",author,FALSE,109
N1632,1760,15008766,"Millar, A.",London,London,,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",publisher,TRUE,109
N1632,1760,alexanderkincaid_1,"Kincaid, A.",London,Edinburgh,,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",bookseller,TRUE,109
N1632,1760,51741707,"Bell, J.",London,Edinburgh,,"printed for A. Millar. Sold by A. Kincaid & J. Bell, Edinburgh",bookseller,TRUE,109
N62825,1760,32051321,"Caslon, T.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,FALSE,110
N62825,1760,bbti_112410,"Crowder, S.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,bbti_31967,"Hawes, L.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,75336707,"Donaldson, A.",London,Edinburgh,,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,NV18403,"Law, B.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,76405539,"Rivington, John",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,bbti_57984,"Richardson, J.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,104488836,"Kearsly, G.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,bbti_109575,"Hitch, C.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,12162986,"Baldwin, R.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,bbti_43989,"Lownds, T.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
N62825,1760,22160026,"Johnston, W.",London,NA,London,"[P]rinted for C. Hitch and L. Hawes, John Rivington, R. Baldwin, W. Johnston, J. Richardson, S. Crowder, B. Law, T. Lownds, T. Caslon, and G. Kearsly, and A. Donaldson at Edinburgh",publisher; unknown,TRUE,110
T136027,1760,pstephens_0,"Stephens, P.",London,London,London,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,FALSE,111
T136027,1760,22160026,"Johnston, W.",London,London,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,34511788,"Faulkner,",London,Dublin,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,bbti_76532,"Williamson,",London,Liverpool,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,bbti_18578,"Davey, P.",London,London,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,bbti_37651,"Jefferys, T.",London,London,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,67885417,"Goadby,",London,Sherborne,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,NV18403,"Law, B.",London,London,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,bbti_15205,"Collins,",London,Salisbury,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
T136027,1760,messrshamiltonandbalfour_0,Messrs. Hamilton and Balfour,London,Edinburgh,,"printed for T. Jefferys, R. Baldwin, W. Johnston, P. Davey and B. Law, P. Stephens [and 4 others in London]; Mr. Collins, at Salisbury; Mr. Goadby, at Sherborne; Mr. Chase, at Norwich; Mr. Williamson, at Liverpool; Messrs. Hamilton and Balfour, at Edinburgh; and b Mr. Faulkner, at Dublin",publisher,TRUE,111
